name,url,version
toc_classification_gaussianmixturemodels,https://www.mvtec.com/doc/halcon/12/en/toc_classification_gaussianmixturemodels.html,h12
toc_classification_hyperboxes,https://www.mvtec.com/doc/halcon/12/en/toc_classification_hyperboxes.html,h12
toc_classification_knearestneighbor,https://www.mvtec.com/doc/halcon/12/en/toc_classification_knearestneighbor.html,h12
toc_classification_lookuptable,https://www.mvtec.com/doc/halcon/12/en/toc_classification_lookuptable.html,h12
toc_classification_misc,https://www.mvtec.com/doc/halcon/12/en/toc_classification_misc.html,h12
toc_classification_neuralnets,https://www.mvtec.com/doc/halcon/12/en/toc_classification_neuralnets.html,h12
toc_classification_supportvectormachines,https://www.mvtec.com/doc/halcon/12/en/toc_classification_supportvectormachines.html,h12
toc_control,https://www.mvtec.com/doc/halcon/12/en/toc_control.html,h12
toc_develop,https://www.mvtec.com/doc/halcon/12/en/toc_develop.html,h12
toc_file,https://www.mvtec.com/doc/halcon/12/en/toc_file.html,h12
toc_file_images,https://www.mvtec.com/doc/halcon/12/en/toc_file_images.html,h12
toc_file_misc,https://www.mvtec.com/doc/halcon/12/en/toc_file_misc.html,h12
toc_file_object,https://www.mvtec.com/doc/halcon/12/en/toc_file_object.html,h12
toc_file_region,https://www.mvtec.com/doc/halcon/12/en/toc_file_region.html,h12
toc_file_text,https://www.mvtec.com/doc/halcon/12/en/toc_file_text.html,h12
toc_file_tuple,https://www.mvtec.com/doc/halcon/12/en/toc_file_tuple.html,h12
toc_file_xld,https://www.mvtec.com/doc/halcon/12/en/toc_file_xld.html,h12
toc_filters,https://www.mvtec.com/doc/halcon/12/en/toc_filters.html,h12
toc_filters_arithmetic,https://www.mvtec.com/doc/halcon/12/en/toc_filters_arithmetic.html,h12
toc_filters_bit,https://www.mvtec.com/doc/halcon/12/en/toc_filters_bit.html,h12
toc_filters_color,https://www.mvtec.com/doc/halcon/12/en/toc_filters_color.html,h12
toc_filters_edges,https://www.mvtec.com/doc/halcon/12/en/toc_filters_edges.html,h12
toc_filters_enhancement,https://www.mvtec.com/doc/halcon/12/en/toc_filters_enhancement.html,h12
toc_filters_fft,https://www.mvtec.com/doc/halcon/12/en/toc_filters_fft.html,h12
toc_filters_geometrictransformations,https://www.mvtec.com/doc/halcon/12/en/toc_filters_geometrictransformations.html,h12
toc_filters_inpainting,https://www.mvtec.com/doc/halcon/12/en/toc_filters_inpainting.html,h12
toc_filters_lines,https://www.mvtec.com/doc/halcon/12/en/toc_filters_lines.html,h12
toc_filters_match,https://www.mvtec.com/doc/halcon/12/en/toc_filters_match.html,h12
toc_filters_misc,https://www.mvtec.com/doc/halcon/12/en/toc_filters_misc.html,h12
toc_filters_noise,https://www.mvtec.com/doc/halcon/12/en/toc_filters_noise.html,h12
toc_filters_opticalflow,https://www.mvtec.com/doc/halcon/12/en/toc_filters_opticalflow.html,h12
toc_filters_points,https://www.mvtec.com/doc/halcon/12/en/toc_filters_points.html,h12
toc_filters_sceneflow,https://www.mvtec.com/doc/halcon/12/en/toc_filters_sceneflow.html,h12
toc_filters_smoothing,https://www.mvtec.com/doc/halcon/12/en/toc_filters_smoothing.html,h12
toc_filters_texture,https://www.mvtec.com/doc/halcon/12/en/toc_filters_texture.html,h12
toc_filters_wienerfilter,https://www.mvtec.com/doc/halcon/12/en/toc_filters_wienerfilter.html,h12
toc_graphics,https://www.mvtec.com/doc/halcon/12/en/toc_graphics.html,h12
toc_graphics_3dscene,https://www.mvtec.com/doc/halcon/12/en/toc_graphics_3dscene.html,h12
toc_graphics_drawing,https://www.mvtec.com/doc/halcon/12/en/toc_graphics_drawing.html,h12
toc_graphics_gnuplot,https://www.mvtec.com/doc/halcon/12/en/toc_graphics_gnuplot.html,h12
toc_graphics_lut,https://www.mvtec.com/doc/halcon/12/en/toc_graphics_lut.html,h12
toc_graphics_mouse,https://www.mvtec.com/doc/halcon/12/en/toc_graphics_mouse.html,h12
toc_graphics_object,https://www.mvtec.com/doc/halcon/12/en/toc_graphics_object.html,h12
toc_graphics_output,https://www.mvtec.com/doc/halcon/12/en/toc_graphics_output.html,h12
toc_graphics_parameters,https://www.mvtec.com/doc/halcon/12/en/toc_graphics_parameters.html,h12
toc_graphics_text,https://www.mvtec.com/doc/halcon/12/en/toc_graphics_text.html,h12
toc_graphics_window,https://www.mvtec.com/doc/halcon/12/en/toc_graphics_window.html,h12
toc_identification,https://www.mvtec.com/doc/halcon/12/en/toc_identification.html,h12
toc_identification_barcode,https://www.mvtec.com/doc/halcon/12/en/toc_identification_barcode.html,h12
toc_identification_datacode,https://www.mvtec.com/doc/halcon/12/en/toc_identification_datacode.html,h12
toc_identification_samplebased,https://www.mvtec.com/doc/halcon/12/en/toc_identification_samplebased.html,h12
toc_image,https://www.mvtec.com/doc/halcon/12/en/toc_image.html,h12
toc_image_access,https://www.mvtec.com/doc/halcon/12/en/toc_image_access.html,h12
toc_image_acquisition,https://www.mvtec.com/doc/halcon/12/en/toc_image_acquisition.html,h12
toc_image_channel,https://www.mvtec.com/doc/halcon/12/en/toc_image_channel.html,h12
toc_image_creation,https://www.mvtec.com/doc/halcon/12/en/toc_image_creation.html,h12
toc_image_domain,https://www.mvtec.com/doc/halcon/12/en/toc_image_domain.html,h12
toc_image_features,https://www.mvtec.com/doc/halcon/12/en/toc_image_features.html,h12
toc_image_format,https://www.mvtec.com/doc/halcon/12/en/toc_image_format.html,h12
toc_image_manipulation,https://www.mvtec.com/doc/halcon/12/en/toc_image_manipulation.html,h12
toc_image_typeconversion,https://www.mvtec.com/doc/halcon/12/en/toc_image_typeconversion.html,h12
toc_inspection,https://www.mvtec.com/doc/halcon/12/en/toc_inspection.html,h12
toc_inspection_beadinspection,https://www.mvtec.com/doc/halcon/12/en/toc_inspection_beadinspection.html,h12
toc_inspection_ocv,https://www.mvtec.com/doc/halcon/12/en/toc_inspection_ocv.html,h12
toc_inspection_variationmodel,https://www.mvtec.com/doc/halcon/12/en/toc_inspection_variationmodel.html,h12
toc_legacy,https://www.mvtec.com/doc/halcon/12/en/toc_legacy.html,h12
toc_legacy_1dbarcode,https://www.mvtec.com/doc/halcon/12/en/toc_legacy_1dbarcode.html,h12
toc_legacy_2dbarcode,https://www.mvtec.com/doc/halcon/12/en/toc_legacy_2dbarcode.html,h12
toc_legacy_2dmetrology,https://www.mvtec.com/doc/halcon/12/en/toc_legacy_2dmetrology.html,h12
toc_legacy_3dobjectmodel,https://www.mvtec.com/doc/halcon/12/en/toc_legacy_3dobjectmodel.html,h12
toc_legacy_3dreconstruction,https://www.mvtec.com/doc/halcon/12/en/toc_legacy_3dreconstruction.html,h12
toc_legacy_filters,https://www.mvtec.com/doc/halcon/12/en/toc_legacy_filters.html,h12
toc_legacy_fourierdescriptor,https://www.mvtec.com/doc/halcon/12/en/toc_legacy_fourierdescriptor.html,h12
toc_legacy_graphics,https://www.mvtec.com/doc/halcon/12/en/toc_legacy_graphics.html,h12
toc_legacy_ocr,https://www.mvtec.com/doc/halcon/12/en/toc_legacy_ocr.html,h12
toc_legacy_parallelization,https://www.mvtec.com/doc/halcon/12/en/toc_legacy_parallelization.html,h12
toc_legacy_segmentation,https://www.mvtec.com/doc/halcon/12/en/toc_legacy_segmentation.html,h12
toc_legacy_system,https://www.mvtec.com/doc/halcon/12/en/toc_legacy_system.html,h12
toc_legacy_tools,https://www.mvtec.com/doc/halcon/12/en/toc_legacy_tools.html,h12
toc_legacy_xld,https://www.mvtec.com/doc/halcon/12/en/toc_legacy_xld.html,h12
toc_matching,https://www.mvtec.com/doc/halcon/12/en/toc_matching.html,h12
toc_matching_componentbased,https://www.mvtec.com/doc/halcon/12/en/toc_matching_componentbased.html,h12
toc_matching_correlationbased,https://www.mvtec.com/doc/halcon/12/en/toc_matching_correlationbased.html,h12
toc_matching_deformable,https://www.mvtec.com/doc/halcon/12/en/toc_matching_deformable.html,h12
toc_matching_descriptorbased,https://www.mvtec.com/doc/halcon/12/en/toc_matching_descriptorbased.html,h12
toc_matching_grayvaluebased,https://www.mvtec.com/doc/halcon/12/en/toc_matching_grayvaluebased.html,h12
toc_matching_shapebased,https://www.mvtec.com/doc/halcon/12/en/toc_matching_shapebased.html,h12
toc_matrix,https://www.mvtec.com/doc/halcon/12/en/toc_matrix.html,h12
toc_matrix_access,https://www.mvtec.com/doc/halcon/12/en/toc_matrix_access.html,h12
toc_matrix_arithmetic,https://www.mvtec.com/doc/halcon/12/en/toc_matrix_arithmetic.html,h12
toc_matrix_creation,https://www.mvtec.com/doc/halcon/12/en/toc_matrix_creation.html,h12
toc_matrix_decomposition,https://www.mvtec.com/doc/halcon/12/en/toc_matrix_decomposition.html,h12
toc_matrix_eigenvalues,https://www.mvtec.com/doc/halcon/12/en/toc_matrix_eigenvalues.html,h12
toc_matrix_features,https://www.mvtec.com/doc/halcon/12/en/toc_matrix_features.html,h12
toc_matrix_file,https://www.mvtec.com/doc/halcon/12/en/toc_matrix_file.html,h12
toc_morphology,https://www.mvtec.com/doc/halcon/12/en/toc_morphology.html,h12
toc_morphology_grayvalues,https://www.mvtec.com/doc/halcon/12/en/toc_morphology_grayvalues.html,h12
toc_morphology_region,https://www.mvtec.com/doc/halcon/12/en/toc_morphology_region.html,h12
toc_ocr,https://www.mvtec.com/doc/halcon/12/en/toc_ocr.html,h12
toc_ocr_hyperboxes,https://www.mvtec.com/doc/halcon/12/en/toc_ocr_hyperboxes.html,h12
toc_ocr_knearestneighbor,https://www.mvtec.com/doc/halcon/12/en/toc_ocr_knearestneighbor.html,h12
toc_ocr_lexica,https://www.mvtec.com/doc/halcon/12/en/toc_ocr_lexica.html,h12
toc_ocr_neuralnets,https://www.mvtec.com/doc/halcon/12/en/toc_ocr_neuralnets.html,h12
toc_ocr_segmentation,https://www.mvtec.com/doc/halcon/12/en/toc_ocr_segmentation.html,h12
toc_ocr_supportvectormachines,https://www.mvtec.com/doc/halcon/12/en/toc_ocr_supportvectormachines.html,h12
toc_ocr_trainingfiles,https://www.mvtec.com/doc/halcon/12/en/toc_ocr_trainingfiles.html,h12
toc_object,https://www.mvtec.com/doc/halcon/12/en/toc_object.html,h12
toc_object_information,https://www.mvtec.com/doc/halcon/12/en/toc_object_information.html,h12
toc_object_manipulation,https://www.mvtec.com/doc/halcon/12/en/toc_object_manipulation.html,h12
toc_regions,https://www.mvtec.com/doc/halcon/12/en/toc_regions.html,h12
toc_regions_access,https://www.mvtec.com/doc/halcon/12/en/toc_regions_access.html,h12
toc_regions_creation,https://www.mvtec.com/doc/halcon/12/en/toc_regions_creation.html,h12
toc_regions_features,https://www.mvtec.com/doc/halcon/12/en/toc_regions_features.html,h12
toc_regions_geometrictransformations,https://www.mvtec.com/doc/halcon/12/en/toc_regions_geometrictransformations.html,h12
toc_regions_sets,https://www.mvtec.com/doc/halcon/12/en/toc_regions_sets.html,h12
toc_regions_tests,https://www.mvtec.com/doc/halcon/12/en/toc_regions_tests.html,h12
toc_regions_transformations,https://www.mvtec.com/doc/halcon/12/en/toc_regions_transformations.html,h12
toc_segmentation,https://www.mvtec.com/doc/halcon/12/en/toc_segmentation.html,h12
toc_segmentation_classification,https://www.mvtec.com/doc/halcon/12/en/toc_segmentation_classification.html,h12
toc_segmentation_edges,https://www.mvtec.com/doc/halcon/12/en/toc_segmentation_edges.html,h12
toc_segmentation_regiongrowing,https://www.mvtec.com/doc/halcon/12/en/toc_segmentation_regiongrowing.html,h12
toc_segmentation_threshold,https://www.mvtec.com/doc/halcon/12/en/toc_segmentation_threshold.html,h12
toc_segmentation_topography,https://www.mvtec.com/doc/halcon/12/en/toc_segmentation_topography.html,h12
toc_system,https://www.mvtec.com/doc/halcon/12/en/toc_system.html,h12
toc_system_computedevices,https://www.mvtec.com/doc/halcon/12/en/toc_system_computedevices.html,h12
toc_system_database,https://www.mvtec.com/doc/halcon/12/en/toc_system_database.html,h12
toc_system_errorhandling,https://www.mvtec.com/doc/halcon/12/en/toc_system_errorhandling.html,h12
toc_system_iodevices,https://www.mvtec.com/doc/halcon/12/en/toc_system_iodevices.html,h12
toc_system_information,https://www.mvtec.com/doc/halcon/12/en/toc_system_information.html,h12
toc_system_multithreading,https://www.mvtec.com/doc/halcon/12/en/toc_system_multithreading.html,h12
toc_system_operatingsystem,https://www.mvtec.com/doc/halcon/12/en/toc_system_operatingsystem.html,h12
toc_system_parallelization,https://www.mvtec.com/doc/halcon/12/en/toc_system_parallelization.html,h12
toc_system_parameters,https://www.mvtec.com/doc/halcon/12/en/toc_system_parameters.html,h12
toc_system_serial,https://www.mvtec.com/doc/halcon/12/en/toc_system_serial.html,h12
toc_system_serializeditem,https://www.mvtec.com/doc/halcon/12/en/toc_system_serializeditem.html,h12
toc_system_sockets,https://www.mvtec.com/doc/halcon/12/en/toc_system_sockets.html,h12
toc_tools,https://www.mvtec.com/doc/halcon/12/en/toc_tools.html,h12
toc_tools_backgroundestimator,https://www.mvtec.com/doc/halcon/12/en/toc_tools_backgroundestimator.html,h12
toc_tools_function,https://www.mvtec.com/doc/halcon/12/en/toc_tools_function.html,h12
toc_tools_geometry,https://www.mvtec.com/doc/halcon/12/en/toc_tools_geometry.html,h12
toc_tools_gridrectification,https://www.mvtec.com/doc/halcon/12/en/toc_tools_gridrectification.html,h12
toc_tools_hough,https://www.mvtec.com/doc/halcon/12/en/toc_tools_hough.html,h12
toc_tools_interpolation,https://www.mvtec.com/doc/halcon/12/en/toc_tools_interpolation.html,h12
toc_tools_kalmanfilter,https://www.mvtec.com/doc/halcon/12/en/toc_tools_kalmanfilter.html,h12
toc_tools_lines,https://www.mvtec.com/doc/halcon/12/en/toc_tools_lines.html,h12
toc_tools_mosaicking,https://www.mvtec.com/doc/halcon/12/en/toc_tools_mosaicking.html,h12
toc_transformations,https://www.mvtec.com/doc/halcon/12/en/toc_transformations.html,h12
toc_transformations_2dtransformations,https://www.mvtec.com/doc/halcon/12/en/toc_transformations_2dtransformations.html,h12
toc_transformations_3dtransformations,https://www.mvtec.com/doc/halcon/12/en/toc_transformations_3dtransformations.html,h12
toc_transformations_misc,https://www.mvtec.com/doc/halcon/12/en/toc_transformations_misc.html,h12
toc_transformations_poses,https://www.mvtec.com/doc/halcon/12/en/toc_transformations_poses.html,h12
toc_transformations_quaternions,https://www.mvtec.com/doc/halcon/12/en/toc_transformations_quaternions.html,h12
toc_tuple,https://www.mvtec.com/doc/halcon/12/en/toc_tuple.html,h12
toc_tuple_arithmetic,https://www.mvtec.com/doc/halcon/12/en/toc_tuple_arithmetic.html,h12
toc_tuple_bitoperations,https://www.mvtec.com/doc/halcon/12/en/toc_tuple_bitoperations.html,h12
toc_tuple_comparison,https://www.mvtec.com/doc/halcon/12/en/toc_tuple_comparison.html,h12
toc_tuple_conversion,https://www.mvtec.com/doc/halcon/12/en/toc_tuple_conversion.html,h12
toc_tuple_creation,https://www.mvtec.com/doc/halcon/12/en/toc_tuple_creation.html,h12
toc_tuple_elementorder,https://www.mvtec.com/doc/halcon/12/en/toc_tuple_elementorder.html,h12
toc_tuple_features,https://www.mvtec.com/doc/halcon/12/en/toc_tuple_features.html,h12
toc_tuple_logicaloperations,https://www.mvtec.com/doc/halcon/12/en/toc_tuple_logicaloperations.html,h12
toc_tuple_manipulation,https://www.mvtec.com/doc/halcon/12/en/toc_tuple_manipulation.html,h12
toc_tuple_selection,https://www.mvtec.com/doc/halcon/12/en/toc_tuple_selection.html,h12
toc_tuple_sets,https://www.mvtec.com/doc/halcon/12/en/toc_tuple_sets.html,h12
toc_tuple_stringoperations,https://www.mvtec.com/doc/halcon/12/en/toc_tuple_stringoperations.html,h12
toc_tuple_type,https://www.mvtec.com/doc/halcon/12/en/toc_tuple_type.html,h12
toc_xld,https://www.mvtec.com/doc/halcon/12/en/toc_xld.html,h12
toc_xld_access,https://www.mvtec.com/doc/halcon/12/en/toc_xld_access.html,h12
toc_xld_creation,https://www.mvtec.com/doc/halcon/12/en/toc_xld_creation.html,h12
toc_xld_features,https://www.mvtec.com/doc/halcon/12/en/toc_xld_features.html,h12
toc_xld_geometrictransformations,https://www.mvtec.com/doc/halcon/12/en/toc_xld_geometrictransformations.html,h12
toc_xld_sets,https://www.mvtec.com/doc/halcon/12/en/toc_xld_sets.html,h12
toc_xld_transformations,https://www.mvtec.com/doc/halcon/12/en/toc_xld_transformations.html,h12
index,https://www.mvtec.com/doc/halcon/12/en/index.html,h12
close_measure,https://www.mvtec.com/doc/halcon/12/en/close_measure.html,h12
deserialize_measure,https://www.mvtec.com/doc/halcon/12/en/deserialize_measure.html,h12
fuzzy_measure_pairing,https://www.mvtec.com/doc/halcon/12/en/fuzzy_measure_pairing.html,h12
fuzzy_measure_pairs,https://www.mvtec.com/doc/halcon/12/en/fuzzy_measure_pairs.html,h12
fuzzy_measure_pos,https://www.mvtec.com/doc/halcon/12/en/fuzzy_measure_pos.html,h12
gen_measure_arc,https://www.mvtec.com/doc/halcon/12/en/gen_measure_arc.html,h12
gen_measure_rectangle2,https://www.mvtec.com/doc/halcon/12/en/gen_measure_rectangle2.html,h12
measure_pairs,https://www.mvtec.com/doc/halcon/12/en/measure_pairs.html,h12
measure_pos,https://www.mvtec.com/doc/halcon/12/en/measure_pos.html,h12
measure_projection,https://www.mvtec.com/doc/halcon/12/en/measure_projection.html,h12
measure_thresh,https://www.mvtec.com/doc/halcon/12/en/measure_thresh.html,h12
read_measure,https://www.mvtec.com/doc/halcon/12/en/read_measure.html,h12
reset_fuzzy_measure,https://www.mvtec.com/doc/halcon/12/en/reset_fuzzy_measure.html,h12
serialize_measure,https://www.mvtec.com/doc/halcon/12/en/serialize_measure.html,h12
set_fuzzy_measure,https://www.mvtec.com/doc/halcon/12/en/set_fuzzy_measure.html,h12
set_fuzzy_measure_norm_pair,https://www.mvtec.com/doc/halcon/12/en/set_fuzzy_measure_norm_pair.html,h12
translate_measure,https://www.mvtec.com/doc/halcon/12/en/translate_measure.html,h12
write_measure,https://www.mvtec.com/doc/halcon/12/en/write_measure.html,h12
add_metrology_object_circle_measure,https://www.mvtec.com/doc/halcon/12/en/add_metrology_object_circle_measure.html,h12
add_metrology_object_ellipse_measure,https://www.mvtec.com/doc/halcon/12/en/add_metrology_object_ellipse_measure.html,h12
add_metrology_object_generic,https://www.mvtec.com/doc/halcon/12/en/add_metrology_object_generic.html,h12
add_metrology_object_line_measure,https://www.mvtec.com/doc/halcon/12/en/add_metrology_object_line_measure.html,h12
add_metrology_object_rectangle2_measure,https://www.mvtec.com/doc/halcon/12/en/add_metrology_object_rectangle2_measure.html,h12
align_metrology_model,https://www.mvtec.com/doc/halcon/12/en/align_metrology_model.html,h12
apply_metrology_model,https://www.mvtec.com/doc/halcon/12/en/apply_metrology_model.html,h12
clear_metrology_model,https://www.mvtec.com/doc/halcon/12/en/clear_metrology_model.html,h12
clear_metrology_object,https://www.mvtec.com/doc/halcon/12/en/clear_metrology_object.html,h12
copy_metrology_model,https://www.mvtec.com/doc/halcon/12/en/copy_metrology_model.html,h12
create_metrology_model,https://www.mvtec.com/doc/halcon/12/en/create_metrology_model.html,h12
deserialize_metrology_model,https://www.mvtec.com/doc/halcon/12/en/deserialize_metrology_model.html,h12
get_metrology_model_param,https://www.mvtec.com/doc/halcon/12/en/get_metrology_model_param.html,h12
get_metrology_object_fuzzy_param,https://www.mvtec.com/doc/halcon/12/en/get_metrology_object_fuzzy_param.html,h12
get_metrology_object_indices,https://www.mvtec.com/doc/halcon/12/en/get_metrology_object_indices.html,h12
get_metrology_object_measures,https://www.mvtec.com/doc/halcon/12/en/get_metrology_object_measures.html,h12
get_metrology_object_model_contour,https://www.mvtec.com/doc/halcon/12/en/get_metrology_object_model_contour.html,h12
get_metrology_object_num_instances,https://www.mvtec.com/doc/halcon/12/en/get_metrology_object_num_instances.html,h12
get_metrology_object_param,https://www.mvtec.com/doc/halcon/12/en/get_metrology_object_param.html,h12
get_metrology_object_result,https://www.mvtec.com/doc/halcon/12/en/get_metrology_object_result.html,h12
get_metrology_object_result_contour,https://www.mvtec.com/doc/halcon/12/en/get_metrology_object_result_contour.html,h12
read_metrology_model,https://www.mvtec.com/doc/halcon/12/en/read_metrology_model.html,h12
reset_metrology_object_fuzzy_param,https://www.mvtec.com/doc/halcon/12/en/reset_metrology_object_fuzzy_param.html,h12
reset_metrology_object_param,https://www.mvtec.com/doc/halcon/12/en/reset_metrology_object_param.html,h12
serialize_metrology_model,https://www.mvtec.com/doc/halcon/12/en/serialize_metrology_model.html,h12
set_metrology_model_image_size,https://www.mvtec.com/doc/halcon/12/en/set_metrology_model_image_size.html,h12
set_metrology_model_param,https://www.mvtec.com/doc/halcon/12/en/set_metrology_model_param.html,h12
set_metrology_object_fuzzy_param,https://www.mvtec.com/doc/halcon/12/en/set_metrology_object_fuzzy_param.html,h12
set_metrology_object_param,https://www.mvtec.com/doc/halcon/12/en/set_metrology_object_param.html,h12
write_metrology_model,https://www.mvtec.com/doc/halcon/12/en/write_metrology_model.html,h12
add_deformable_surface_model_reference_point,https://www.mvtec.com/doc/halcon/12/en/add_deformable_surface_model_reference_point.html,h12
add_deformable_surface_model_sample,https://www.mvtec.com/doc/halcon/12/en/add_deformable_surface_model_sample.html,h12
clear_deformable_surface_matching_result,https://www.mvtec.com/doc/halcon/12/en/clear_deformable_surface_matching_result.html,h12
clear_deformable_surface_model,https://www.mvtec.com/doc/halcon/12/en/clear_deformable_surface_model.html,h12
create_deformable_surface_model,https://www.mvtec.com/doc/halcon/12/en/create_deformable_surface_model.html,h12
deserialize_deformable_surface_model,https://www.mvtec.com/doc/halcon/12/en/deserialize_deformable_surface_model.html,h12
find_deformable_surface_model,https://www.mvtec.com/doc/halcon/12/en/find_deformable_surface_model.html,h12
get_deformable_surface_matching_result,https://www.mvtec.com/doc/halcon/12/en/get_deformable_surface_matching_result.html,h12
get_deformable_surface_model_param,https://www.mvtec.com/doc/halcon/12/en/get_deformable_surface_model_param.html,h12
read_deformable_surface_model,https://www.mvtec.com/doc/halcon/12/en/read_deformable_surface_model.html,h12
refine_deformable_surface_model,https://www.mvtec.com/doc/halcon/12/en/refine_deformable_surface_model.html,h12
serialize_deformable_surface_model,https://www.mvtec.com/doc/halcon/12/en/serialize_deformable_surface_model.html,h12
write_deformable_surface_model,https://www.mvtec.com/doc/halcon/12/en/write_deformable_surface_model.html,h12
clear_shape_model_3d,https://www.mvtec.com/doc/halcon/12/en/clear_shape_model_3d.html,h12
create_cam_pose_look_at_point,https://www.mvtec.com/doc/halcon/12/en/create_cam_pose_look_at_point.html,h12
create_shape_model_3d,https://www.mvtec.com/doc/halcon/12/en/create_shape_model_3d.html,h12
deserialize_shape_model_3d,https://www.mvtec.com/doc/halcon/12/en/deserialize_shape_model_3d.html,h12
find_shape_model_3d,https://www.mvtec.com/doc/halcon/12/en/find_shape_model_3d.html,h12
get_shape_model_3d_contours,https://www.mvtec.com/doc/halcon/12/en/get_shape_model_3d_contours.html,h12
get_shape_model_3d_params,https://www.mvtec.com/doc/halcon/12/en/get_shape_model_3d_params.html,h12
project_shape_model_3d,https://www.mvtec.com/doc/halcon/12/en/project_shape_model_3d.html,h12
read_shape_model_3d,https://www.mvtec.com/doc/halcon/12/en/read_shape_model_3d.html,h12
serialize_shape_model_3d,https://www.mvtec.com/doc/halcon/12/en/serialize_shape_model_3d.html,h12
trans_pose_shape_model_3d,https://www.mvtec.com/doc/halcon/12/en/trans_pose_shape_model_3d.html,h12
write_shape_model_3d,https://www.mvtec.com/doc/halcon/12/en/write_shape_model_3d.html,h12
clear_surface_matching_result,https://www.mvtec.com/doc/halcon/12/en/clear_surface_matching_result.html,h12
clear_surface_model,https://www.mvtec.com/doc/halcon/12/en/clear_surface_model.html,h12
create_surface_model,https://www.mvtec.com/doc/halcon/12/en/create_surface_model.html,h12
deserialize_surface_model,https://www.mvtec.com/doc/halcon/12/en/deserialize_surface_model.html,h12
find_surface_model,https://www.mvtec.com/doc/halcon/12/en/find_surface_model.html,h12
get_surface_matching_result,https://www.mvtec.com/doc/halcon/12/en/get_surface_matching_result.html,h12
get_surface_model_param,https://www.mvtec.com/doc/halcon/12/en/get_surface_model_param.html,h12
read_surface_model,https://www.mvtec.com/doc/halcon/12/en/read_surface_model.html,h12
refine_surface_model_pose,https://www.mvtec.com/doc/halcon/12/en/refine_surface_model_pose.html,h12
serialize_surface_model,https://www.mvtec.com/doc/halcon/12/en/serialize_surface_model.html,h12
write_surface_model,https://www.mvtec.com/doc/halcon/12/en/write_surface_model.html,h12
